FILE,CLASS,BMT,REPLICATE,DATA SET,CLASS2,C LEVEL,M LEVEL,VERTICES,CONNECTED EDGES,WEDGE COUNT,CLAW COUNT,MAX DEGREE
BRB2,BR,B2,2,Training,B,175,70,562,1943,1,312,5
BRB3,BR,B3,3,Training,B,175,70,583,1962,6,365,5
BRB4,BR,B4,4,Training,B,175,70,481,1637,7,276,5
BRB5,BR,B5,5,Training,B,175,70,1495,5095,17,877,5
BRB6,BR,B6,6,Training,B,175,70,880,2992,17,502,5
BRB7,BR,B7,7,Validation,B,175,70,1789,6123,14,1023,5
BRB8,BR,B8,8,Validation,B,175,70,310,1039,2,199,5
BRB9,BR,B9,9,Validation,B,175,70,350,1209,6,184,5
BRB10,BR,B10,10,Cross-validation,B,175,70,413,1402,10,232,5
BRB1,BR,B1,1,Training,B,175,100,1454,4993,14,816,5
BRB2,BR,B2,2,Training,B,175,100,562,1943,1,312,5
BRB3,BR,B3,3,Training,B,175,100,495,1686,6,288,5
BRB4,BR,B4,4,Training,B,175,100,531,1801,12,306,5
BRB5,BR,B5,5,Training,B,175,100,1362,4643,14,792,5
BRB6,BR,B6,6,Training,B,175,100,877,2985,18,497,5
BRB7,BR,B7,7,Validation,B,175,100,1826,6252,15,1043,5
BRB8,BR,B8,8,Validation,B,175,100,307,1030,2,196,5
BRB9,BR,B9,9,Validation,B,175,100,347,1198,6,183,5
BRB10,BR,B10,10,Cross-validation,B,175,100,414,1405,10,233,5
BRB1,BR,B1,1,Training,B,175,125,1293,4458,10,713,5
BRB2,BR,B2,2,Training,B,175,125,681,2345,4,392,5
BRB3,BR,B3,3,Training,B,175,125,500,1707,7,286,5
BRB4,BR,B4,4,Training,B,175,125,486,1655,7,278,5
BRB5,BR,B5,5,Training,B,175,125,1345,4587,13,784,5
BRB6,BR,B6,6,Training,B,175,125,846,2863,18,492,5
BRB7,BR,B7,7,Validation,B,175,125,1757,6007,14,1011,5
BRB8,BR,B8,8,Validation,B,175,125,300,1012,2,187,5
BRB9,BR,B9,9,Validation,B,175,125,852,2924,37,447,5
BRB10,BR,B10,10,Cross-validation,B,175,125,410,1394,9,230,5
BRM1,BR,M1,1,Training,M,90,70,2860,9895,19,1552,5
BRM2,BR,M2,2,Training,M,90,70,2558,8804,22,1418,5
BRM3,BR,M3,3,Training,M,90,70,1737,5961,20,973,5
BRM4,BR,M4,4,Training,M,90,70,3314,11492,12,1794,5
BRM5,BR,M5,5,Training,M,90,70,3754,13003,7,2047,5
BRM6,BR,M6,6,Training,M,90,70,1924,6602,16,1105,5
BRM7,BR,M7,7,Validation,M,90,70,1700,5854,25,919,5
BRM8,BR,M8,8,Validation,M,90,70,2068,7093,30,1148,5
BRM9,BR,M9,9,Validation,M,90,70,2865,9905,14,1570,5
BRM10,BR,M10,10,Cross-validation,M,90,70,3135,10834,13,1729,5
BRM1,BR,M1,1,Training,M,90,100,2819,9738,19,1543,5
BRM2,BR,M2,2,Training,M,90,100,2550,8772,21,1419,5
BRM3,BR,M3,3,Training,M,90,100,1722,5894,19,980,5
BRM4,BR,M4,4,Training,M,90,100,3291,11398,12,1795,5
BRM5,BR,M5,5,Training,M,90,100,3724,12897,8,2031,5
BRM6,BR,M6,6,Training,M,90,100,1924,6601,16,1106,5
BRM7,BR,M7,7,Validation,M,90,100,1698,5845,25,920,5
BRM8,BR,M8,8,Validation,M,90,100,1960,6723,28,1088,5
BRM9,BR,M9,9,Validation,M,90,100,2838,9802,14,1566,5
BRM10,BR,M10,10,Cross-validation,M,90,100,3119,10780,13,1719,5
BRM1,BR,M1,1,Training,M,90,125,2808,9701,20,1534,5
BRM2,BR,M2,2,Training,M,90,125,2522,8666,21,1410,5
BRM3,BR,M3,3,Training,M,90,125,1629,5578,19,924,5
BRM4,BR,M4,4,Training,M,90,125,3242,11215,10,1783,5
BRM5,BR,M5,5,Training,M,90,125,3690,12764,8,2023,5
BRM6,BR,M6,6,Training,M,90,125,1917,6578,16,1101,5
BRM7,BR,M7,7,Validation,M,90,125,1837,6343,28,992,5
BRM8,BR,M8,8,Validation,M,90,125,1960,6722,28,1089,5
BRM9,BR,M9,9,Validation,M,90,125,2835,9800,14,1558,5
BRM10,BR,M10,10,Cross-validation,M,90,125,3104,10719,14,1715,5
BRM1,BR,M1,1,Training,M,125,70,2289,7876,20,1273,5
BRM2,BR,M2,2,Training,M,125,70,2138,7382,23,1175,5
BRM3,BR,M3,3,Training,M,125,70,1321,4510,15,761,5
BRM4,BR,M4,4,Training,M,125,70,2791,9664,13,1512,5
BRM5,BR,M5,5,Training,M,125,70,3042,10443,5,1752,5
BRM6,BR,M6,6,Training,M,125,70,1354,4603,21,792,5
BRM7,BR,M7,7,Validation,M,125,70,1181,3993,51,642,5
BRM8,BR,M8,8,Validation,M,125,70,1191,4080,16,666,5
BRM9,BR,M9,9,Validation,M,125,70,2205,7607,9,1221,5
BRM10,BR,M10,10,Cross-validation,M,125,70,3397,11730,50,1855,5
BRM1,BR,M1,1,Training,M,125,100,2260,7757,21,1271,5
BRM2,BR,M2,2,Training,M,125,100,2232,7692,24,1227,5
BRM3,BR,M3,3,Training,M,125,100,1465,4988,18,862,5
BRM4,BR,M4,4,Training,M,125,100,2782,9612,13,1528,5
BRM5,BR,M5,5,Training,M,125,100,3032,10410,5,1745,5
BRM6,BR,M6,6,Training,M,125,100,1354,4602,21,793,5
BRM7,BR,M7,7,Validation,M,125,100,1226,4188,26,682,5
BRM8,BR,M8,8,Validation,M,125,100,1172,4006,15,663,5
BRM9,BR,M9,9,Validation,M,125,100,2172,7495,9,1201,5
BRM10,BR,M10,10,Cross-validation,M,125,100,2344,8053,7,1340,5
BRM1,BR,M1,1,Training,M,125,125,2245,7708,21,1261,5
BRM2,BR,M2,2,Training,M,125,125,2066,7082,22,1162,5
BRM3,BR,M3,3,Training,M,125,125,1255,4272,15,734,5
BRM4,BR,M4,4,Training,M,125,125,2725,9415,13,1495,5
BRM5,BR,M5,5,Training,M,125,125,3004,10295,5,1743,5
BRM6,BR,M6,6,Training,M,125,125,1361,4638,21,790,5
BRM7,BR,M7,7,Validation,M,125,125,1100,3765,23,600,5
BRM8,BR,M8,8,Validation,M,125,125,1170,3997,15,664,5
BRM9,BR,M9,9,Validation,M,125,125,2170,7483,9,1205,5
BRM10,BR,M10,10,Cross-validation,M,125,125,2335,8020,8,1334,5
BRM1,BR,M1,1,Training,M,175,70,1849,6341,20,1041,5
BRM2,BR,M2,2,Training,M,175,70,1827,6236,22,1049,5
BRM3,BR,M3,3,Training,M,175,70,1027,3513,10,590,5
BRM4,BR,M4,4,Training,M,175,70,2488,8552,12,1407,5
BRM5,BR,M5,5,Training,M,175,70,2464,8397,9,1458,5
BRM6,BR,M6,6,Training,M,175,70,980,3339,13,567,5
BRM7,BR,M7,7,Validation,M,175,70,901,3077,19,503,5
BRM8,BR,M8,8,Validation,M,175,70,781,2672,14,432,5
BRM9,BR,M9,9,Validation,M,175,70,1675,5735,11,960,5
BRM10,BR,M10,10,Cross-validation,M,175,70,1809,6189,13,1043,5
BRM1,BR,M1,1,Training,M,175,100,1824,6238,20,1041,5
BRM2,BR,M2,2,Training,M,175,100,1943,6623,21,1134,5
BRM3,BR,M3,3,Training,M,175,100,1019,3469,10,602,5
BRM4,BR,M4,4,Training,M,175,100,2438,8375,11,1384,5
BRM5,BR,M5,5,Training,M,175,100,2452,8356,9,1451,5
BRM6,BR,M6,6,Training,M,175,100,1081,3676,14,641,5
BRM7,BR,M7,7,Validation,M,175,100,817,2799,14,450,5
BRM8,BR,M8,8,Validation,M,175,100,780,2661,16,435,5
BRM9,BR,M9,9,Validation,M,175,100,1656,5671,11,948,5
BRM10,BR,M10,10,Cross-validation,M,175,100,1803,6170,13,1038,5
BRM1,BR,M1,1,Training,M,175,125,1837,6271,22,1057,5
BRM2,BR,M2,2,Training,M,175,125,1799,6130,22,1040,5
BRM3,BR,M3,3,Training,M,175,125,970,3306,11,566,5
BRM4,BR,M4,4,Training,M,175,125,2518,8644,13,1433,5
BRM5,BR,M5,5,Training,M,175,125,2432,8267,9,1457,5
BRM6,BR,M6,6,Training,M,175,125,1026,3504,13,592,5
BRM7,BR,M7,7,Validation,M,175,125,811,2780,14,444,5
BRM8,BR,M8,8,Validation,M,175,125,774,2644,13,433,5
BRM9,BR,M9,9,Validation,M,175,125,1648,5649,11,938,5
BRM10,BR,M10,10,Cross-validation,M,175,125,1796,6144,14,1032,5
BRT1,BR,T1,1,Training,T,90,70,3238,11241,5,1750,5
BRT2,BR,T2,2,Training,T,90,70,2018,6940,23,1120,5
BRT3,BR,T3,3,Training,T,90,70,1190,4066,24,667,5
BRT4,BR,T4,4,Training,T,90,70,5302,18490,3,2813,5
BRT5,BR,T5,5,Training,T,90,70,3377,11703,3,1871,5
BRT6,BR,T6,6,Training,T,90,70,3251,11315,5,1748,5
BRT7,BR,T7,7,Validation,T,90,70,3343,11650,2,1780,5
BRT8,BR,T8,8,Validation,T,90,70,4037,14062,6,2156,5
BRT9,BR,T9,9,Validation,T,90,70,3374,11714,4,1827,5
BRT10,BR,T10,10,Cross-validation,T,90,70,3206,11176,9,1701,5
BRT1,BR,T1,1,Training,T,90,100,3210,11141,5,1739,5
BRT2,BR,T2,2,Training,T,90,100,2012,6916,24,1117,5
BRT3,BR,T3,3,Training,T,90,100,1186,4059,23,661,5
BRT4,BR,T4,4,Training,T,90,100,5155,17976,3,2730,5
BRT5,BR,T5,5,Training,T,90,100,3444,11942,4,1904,5
BRT6,BR,T6,6,Training,T,90,100,3115,10838,5,1680,5
BRT7,BR,T7,7,Validation,T,90,100,3269,11381,2,1749,5
BRT8,BR,T8,8,Validation,T,90,100,4045,14099,6,2150,5
BRT9,BR,T9,9,Validation,T,90,100,3344,11596,4,1821,5
BRT10,BR,T10,10,Cross-validation,T,90,100,3187,11104,9,1697,5
BRT1,BR,T1,1,Training,T,90,125,3179,11020,5,1734,5
BRT2,BR,T2,2,Training,T,90,125,2006,6893,23,1121,5
BRT3,BR,T3,3,Training,T,90,125,1144,3926,20,631,5
BRT4,BR,T4,4,Training,T,90,125,4955,17279,3,2626,5
BRT5,BR,T5,5,Training,T,90,125,3234,11211,3,1785,5
BRT6,BR,T6,6,Training,T,90,125,2180,7558,4,1200,5
BRT7,BR,T7,7,Validation,T,90,125,3239,11282,2,1729,5
BRT8,BR,T8,8,Validation,T,90,125,4097,14237,6,2223,5
BRT9,BR,T9,9,Validation,T,90,125,3273,11356,4,1776,5
BRT10,BR,T10,10,Cross-validation,T,90,125,3139,10952,9,1657,5
BRT1,BR,T1,1,Training,T,125,70,2827,9791,8,1537,5
BRT2,BR,T2,2,Training,T,125,70,1244,4244,20,707,5
BRT3,BR,T3,3,Training,T,125,70,710,2416,8,420,5
BRT4,BR,T4,4,Training,T,125,70,4843,16856,1,2592,5
BRT5,BR,T5,5,Training,T,125,70,3042,10518,4,1699,5
BRT6,BR,T6,6,Training,T,125,70,2944,10220,7,1599,5
BRT7,BR,T7,7,Validation,T,125,70,2869,9963,4,1560,5
BRT8,BR,T8,8,Validation,T,125,70,3698,12811,7,2022,5
BRT9,BR,T9,9,Validation,T,125,70,2910,10083,4,1588,5
BRT10,BR,T10,10,Cross-validation,T,125,70,2709,9381,6,1486,5
BRT1,BR,T1,1,Training,T,125,100,2801,9696,8,1528,5
BRT2,BR,T2,2,Training,T,125,100,1248,4261,21,705,5
BRT3,BR,T3,3,Training,T,125,100,709,2408,9,422,5
BRT4,BR,T4,4,Training,T,125,100,4721,16435,1,2519,5
BRT5,BR,T5,5,Training,T,125,100,3048,10554,4,1690,5
BRT6,BR,T6,6,Training,T,125,100,2847,9881,7,1553,5
BRT7,BR,T7,7,Validation,T,125,100,2812,9755,4,1537,5
BRT8,BR,T8,8,Validation,T,125,100,3715,12881,7,2022,5
BRT9,BR,T9,9,Validation,T,125,100,2881,9971,4,1581,5
BRT10,BR,T10,10,Cross-validation,T,125,100,2690,9317,6,1474,5
BRT1,BR,T1,1,Training,T,125,125,2765,9571,8,1508,5
BRT2,BR,T2,2,Training,T,125,125,1248,4262,19,709,5
BRT3,BR,T3,3,Training,T,125,125,696,2374,7,408,5
BRT4,BR,T4,4,Training,T,125,125,4564,15900,1,2428,5
BRT5,BR,T5,5,Training,T,125,125,2938,10162,4,1636,5
BRT6,BR,T6,6,Training,T,125,125,1986,6879,4,1097,5
BRT7,BR,T7,7,Validation,T,125,125,2789,9680,4,1519,5
BRT8,BR,T8,8,Validation,T,125,125,3691,12782,6,2026,5
BRT9,BR,T9,9,Validation,T,125,125,2826,9796,4,1538,5
BRT10,BR,T10,10,Cross-validation,T,125,125,2819,9773,19,1516,5
BRT1,BR,T1,1,Training,T,175,70,2442,8421,7,1362,5
BRT2,BR,T2,2,Training,T,175,70,756,2590,13,424,5
BRT3,BR,T3,3,Training,T,175,70,443,1525,2,252,5
BRT4,BR,T4,4,Training,T,175,70,4241,14692,4,2319,5
BRT5,BR,T5,5,Training,T,175,70,2588,8948,5,1442,5
BRT6,BR,T6,6,Training,T,175,70,2527,8749,5,1395,5
BRT7,BR,T7,7,Validation,T,175,70,2468,8518,6,1384,5
BRT8,BR,T8,8,Validation,T,175,70,3299,11380,11,1842,5
BRT9,BR,T9,9,Validation,T,175,70,2588,8964,5,1404,5
BRT10,BR,T10,10,Cross-validation,T,175,70,2242,7729,8,1251,5
BRT1,BR,T1,1,Training,T,175,100,2456,8449,13,1380,5
BRT2,BR,T2,2,Training,T,175,100,757,2593,13,424,5
BRT3,BR,T3,3,Training,T,175,100,446,1535,3,252,5
BRT4,BR,T4,4,Training,T,175,100,4141,14331,4,2278,5
BRT5,BR,T5,5,Training,T,175,100,2668,9223,6,1490,5
BRT6,BR,T6,6,Training,T,175,100,2453,8488,4,1363,5
BRT7,BR,T7,7,Validation,T,175,100,2497,8625,8,1399,5
BRT8,BR,T8,8,Validation,T,175,100,3316,11447,11,1843,5
BRT9,BR,T9,9,Validation,T,175,100,2556,8846,5,1393,5
BRT10,BR,T10,10,Cross-validation,T,175,100,2237,7711,8,1249,5
BRT1,BR,T1,1,Training,T,175,125,2388,8220,10,1339,5
BRT2,BR,T2,2,Training,T,175,125,789,2697,14,445,5
BRT3,BR,T3,3,Training,T,175,125,459,1578,2,261,5
BRT4,BR,T4,4,Training,T,175,125,4008,13900,4,2177,5
BRT5,BR,T5,5,Training,T,175,125,2537,8774,5,1411,5
BRT6,BR,T6,6,Training,T,175,125,1742,6014,2,976,5
BRT7,BR,T7,7,Validation,T,175,125,2388,8227,6,1353,5
BRT8,BR,T8,8,Validation,T,175,125,3282,11329,10,1828,5
BRT9,BR,T9,9,Validation,T,175,125,2519,8719,5,1370,5
BRT10,BR,T10,10,Cross-validation,T,175,125,2205,7608,8,1224,5
BSB1,BS,B1,1,Training,B,90,70,1482,5129,19,789,5
BSB2,BS,B2,2,Training,B,90,70,3127,10827,26,1684,5
BSB3,BS,B3,3,Training,B,90,70,2034,7000,28,1121,5
BSB4,BS,B4,4,Training,B,90,70,1550,5371,26,804,5
BSB5,BS,B5,5,Training,B,90,70,4015,13955,49,2103,5
BSB6,BS,B6,6,Training,B,90,70,3093,10746,47,1613,5
BSB7,BS,B7,7,Validation,B,90,70,4926,17092,39,2630,5
BSB8,BS,B8,8,Validation,B,90,70,1864,6440,31,993,5
BSB9,BS,B9,9,Validation,B,90,70,1746,5971,35,968,5
BSB10,BS,B10,10,Cross-validation,B,90,70,4947,17249,13,2633,5
BSB1,BS,B1,1,Training,B,90,100,2182,7297,256,979,5
BSB2,BS,B2,2,Training,B,90,100,3129,10832,26,1686,5
BSB3,BS,B3,3,Training,B,90,100,2101,7223,29,1172,5
BSB4,BS,B4,4,Training,B,90,100,1551,5375,26,804,5
BSB5,BS,B5,5,Training,B,90,100,4016,13958,49,2104,5
BSB6,BS,B6,6,Training,B,90,100,3088,10729,47,1607,5
BSB7,BS,B7,7,Validation,B,90,100,4987,17287,40,2683,5
BSB8,BS,B8,8,Validation,B,90,100,1838,6353,30,980,5
BSB9,BS,B9,9,Validation,B,90,100,1746,5971,35,968,5
BSB10,BS,B10,10,Cross-validation,B,90,100,4943,17239,13,2627,5
BSB1,BS,B1,1,Training,B,90,125,1428,4950,18,749,5
BSB2,BS,B2,2,Training,B,90,125,3121,10803,26,1683,5
BSB3,BS,B3,3,Training,B,90,125,2022,6958,28,1114,5
BSB4,BS,B4,4,Training,B,90,125,1553,5384,26,803,5
BSB5,BS,B5,5,Training,B,90,125,4014,13951,49,2103,5
BSB6,BS,B6,6,Training,B,90,125,3083,10709,48,1606,5
BSB7,BS,B7,7,Validation,B,90,125,4902,17009,39,2616,5
BSB8,BS,B8,8,Validation,B,90,125,1894,6525,29,1035,5
BSB9,BS,B9,9,Validation,B,90,125,1746,5971,35,968,5
BSB10,BS,B10,10,Cross-validation,B,90,125,4947,17251,13,2632,5
BSB1,BS,B1,1,Training,B,125,70,697,2405,14,362,5
BSB2,BS,B2,2,Training,B,125,70,2016,6925,28,1116,5
BSB3,BS,B3,3,Training,B,125,70,1066,3671,22,568,5
BSB4,BS,B4,4,Training,B,125,70,985,3411,11,517,5
BSB5,BS,B5,5,Training,B,125,70,2701,9373,40,1418,5
BSB6,BS,B6,6,Training,B,125,70,1709,5902,26,925,5
BSB7,BS,B7,7,Validation,B,125,70,3140,10830,23,1735,5
BSB8,BS,B8,8,Validation,B,125,70,1362,4654,21,785,5
BSB9,BS,B9,9,Validation,B,125,70,837,2858,20,461,5
BSB10,BS,B10,10,Cross-validation,B,125,70,3974,13869,23,2069,5
BSB1,BS,B1,1,Training,B,125,100,697,2403,14,364,5
BSB2,BS,B2,2,Training,B,125,100,2018,6932,28,1117,5
BSB3,BS,B3,3,Training,B,125,100,1065,3663,25,566,5
BSB4,BS,B4,4,Training,B,125,100,986,3416,11,516,5
BSB5,BS,B5,5,Training,B,125,100,2700,9370,40,1417,5
BSB6,BS,B6,6,Training,B,125,100,1716,5928,29,922,5
BSB7,BS,B7,7,Validation,B,125,100,3133,10801,23,1736,5
BSB8,BS,B8,8,Validation,B,125,100,1262,4332,18,707,5
BSB9,BS,B9,9,Validation,B,125,100,856,2920,21,474,5
BSB10,BS,B10,10,Cross-validation,B,125,100,3972,13867,23,2064,5
BSB1,BS,B1,1,Training,B,125,125,813,2781,15,454,5
BSB2,BS,B2,2,Training,B,125,125,2013,6910,28,1119,5
BSB3,BS,B3,3,Training,B,125,125,1121,3850,22,617,5
BSB4,BS,B4,4,Training,B,125,125,989,3430,11,514,5
BSB5,BS,B5,5,Training,B,125,125,2699,9366,40,1417,5
BSB6,BS,B6,6,Training,B,125,125,1702,5884,25,918,5
BSB7,BS,B7,7,Validation,B,125,125,3174,10953,24,1745,5
BSB8,BS,B8,8,Validation,B,125,125,1242,4267,17,693,5
BSB9,BS,B9,9,Validation,B,125,125,837,2858,20,461,5
BSB10,BS,B10,10,Cross-validation,B,125,125,3969,13851,23,2068,5
BSB1,BS,B1,1,Training,B,175,70,332,1144,5,178,5
BSB2,BS,B2,2,Training,B,175,70,1055,3613,16,588,5
BSB3,BS,B3,3,Training,B,175,70,535,1855,9,273,5
BSB4,BS,B4,4,Training,B,175,70,585,1968,18,341,5
BSB5,BS,B5,5,Training,B,175,70,1352,4685,21,707,5
BSB6,BS,B6,6,Training,B,175,70,799,2707,11,484,5
BSB7,BS,B7,7,Validation,B,175,70,1563,5393,21,851,5
BSB8,BS,B8,8,Validation,B,175,70,669,2286,15,370,5
BSB9,BS,B9,9,Validation,B,175,70,259,894,6,131,5
BSB10,BS,B10,10,Cross-validation,B,175,70,2441,8490,22,1285,5
BSB1,BS,B1,1,Training,B,175,100,381,1303,6,219,5
BSB2,BS,B2,2,Training,B,175,100,1051,3599,15,588,5
BSB3,BS,B3,3,Training,B,175,100,530,1838,9,270,5
BSB4,BS,B4,4,Training,B,175,100,514,1755,12,281,5
BSB5,BS,B5,5,Training,B,175,100,1359,4706,21,716,5
BSB6,BS,B6,6,Training,B,175,100,684,2340,11,390,5
BSB7,BS,B7,7,Validation,B,175,100,1557,5370,21,850,5
BSB8,BS,B8,8,Validation,B,175,100,663,2268,15,366,5
BSB9,BS,B9,9,Validation,B,175,100,259,894,6,131,5
BSB10,BS,B10,10,Cross-validation,B,175,100,2436,8477,22,1278,5
BSB1,BS,B1,1,Training,B,175,125,367,1253,5,213,5
BSB2,BS,B2,2,Training,B,175,125,1046,3579,15,588,5
BSB3,BS,B3,3,Training,B,175,125,524,1817,9,266,5
BSB4,BS,B4,4,Training,B,175,125,516,1765,12,279,5
BSB5,BS,B5,5,Training,B,175,125,1341,4644,21,703,5
BSB6,BS,B6,6,Training,B,175,125,677,2317,10,388,5
BSB7,BS,B7,7,Validation,B,175,125,1547,5344,21,837,5
BSB8,BS,B8,8,Validation,B,175,125,642,2206,15,345,5
BSB9,BS,B9,9,Validation,B,175,125,259,894,6,131,5
BSB10,BS,B10,10,Cross-validation,B,175,125,2437,8479,22,1281,5
BSM1,BS,M1,1,Training,M,90,70,3023,10528,18,1600,5
BSM2,BS,M2,2,Training,M,90,70,331,1144,3,178,5
BSM3,BS,M3,3,Training,M,90,70,731,2477,22,418,5
BSM4,BS,M4,4,Training,M,90,70,969,3314,26,521,5
BSM5,BS,M5,5,Training,M,90,70,1056,3618,24,585,5
BSM6,BS,M6,6,Training,M,90,70,3680,12779,43,1927,5
BSM7,BS,M7,7,Validation,M,90,70,3150,10910,44,1664,5
BSM8,BS,M8,8,Validation,M,90,70,2246,7757,30,1208,5
BSM9,BS,M9,9,Validation,M,90,70,3948,13806,27,2026,5
BSM10,BS,M10,10,Cross-validation,M,90,70,4102,14243,29,2183,5
BSM1,BS,M1,1,Training,M,90,100,3019,10513,18,1599,5
BSM2,BS,M2,2,Training,M,90,100,329,1136,3,178,5
BSM3,BS,M3,3,Training,M,90,100,720,2436,23,413,5
BSM4,BS,M4,4,Training,M,90,100,1070,3642,30,598,5
BSM5,BS,M5,5,Training,M,90,100,1038,3559,24,571,5
BSM6,BS,M6,6,Training,M,90,100,3649,12673,43,1907,5
BSM7,BS,M7,7,Validation,M,90,100,3148,10908,44,1659,5
BSM8,BS,M8,8,Validation,M,90,100,2243,7745,30,1208,5
BSM9,BS,M9,9,Validation,M,90,100,3937,13772,27,2016,5
BSM10,BS,M10,10,Cross-validation,M,90,100,4055,14081,29,2152,5
BSM1,BS,M1,1,Training,M,90,125,3026,10525,26,1599,5
BSM2,BS,M2,2,Training,M,90,125,335,1159,4,177,5
BSM3,BS,M3,3,Training,M,90,125,721,2439,23,414,5
BSM4,BS,M4,4,Training,M,90,125,969,3314,26,521,5
BSM5,BS,M5,5,Training,M,90,125,1031,3531,24,569,5
BSM6,BS,M6,6,Training,M,90,125,3641,12648,44,1903,5
BSM7,BS,M7,7,Validation,M,90,125,3144,10893,44,1657,5
BSM8,BS,M8,8,Validation,M,90,125,2245,7753,30,1208,5
BSM9,BS,M9,9,Validation,M,90,125,3929,13749,27,2007,5
BSM10,BS,M10,10,Cross-validation,M,90,125,4035,14012,29,2141,5
BSM1,BS,M1,1,Training,M,125,70,2042,7090,26,1076,5
BSM2,BS,M2,2,Training,M,125,70,231,792,4,125,5
BSM3,BS,M3,3,Training,M,125,70,338,1154,12,180,5
BSM4,BS,M4,4,Training,M,125,70,424,1441,14,231,5
BSM5,BS,M5,5,Training,M,125,70,590,2010,16,328,5
BSM6,BS,M6,6,Training,M,125,70,2453,8484,34,1302,5
BSM7,BS,M7,7,Validation,M,125,70,1847,6367,35,988,5
BSM8,BS,M8,8,Validation,M,125,70,1379,4760,18,746,5
BSM9,BS,M9,9,Validation,M,125,70,3111,10859,32,1585,5
BSM10,BS,M10,10,Cross-validation,M,125,70,2787,9633,35,1484,5
BSM1,BS,M1,1,Training,M,125,100,2036,7072,24,1074,5
BSM2,BS,M2,2,Training,M,125,100,270,921,3,157,5
BSM3,BS,M3,3,Training,M,125,100,332,1135,12,174,5
BSM4,BS,M4,4,Training,M,125,100,426,1445,16,231,5
BSM5,BS,M5,5,Training,M,125,100,581,1985,12,325,5
BSM6,BS,M6,6,Training,M,125,100,2428,8393,34,1291,5
BSM7,BS,M7,7,Validation,M,125,100,1832,6314,35,979,5
BSM8,BS,M8,8,Validation,M,125,100,1419,4888,19,778,5
BSM9,BS,M9,9,Validation,M,125,100,3185,11082,32,1657,5
BSM10,BS,M10,10,Cross-validation,M,125,100,2769,9570,35,1474,5
BSM1,BS,M1,1,Training,M,125,125,2034,7065,24,1073,5
BSM2,BS,M2,2,Training,M,125,125,223,765,3,121,4
BSM3,BS,M3,3,Training,M,125,125,333,1138,12,175,5
BSM4,BS,M4,4,Training,M,125,125,424,1441,14,231,5
BSM5,BS,M5,5,Training,M,125,125,579,1980,12,322,5
BSM6,BS,M6,6,Training,M,125,125,2419,8371,34,1281,5
BSM7,BS,M7,7,Validation,M,125,125,1827,6296,35,976,5
BSM8,BS,M8,8,Validation,M,125,125,1409,4858,19,769,5
BSM9,BS,M9,9,Validation,M,125,125,3091,10796,32,1568,5
BSM10,BS,M10,10,Cross-validation,M,125,125,2763,9555,35,1467,5
BSM1,BS,M1,1,Training,M,175,70,981,3388,11,534,5
BSM2,BS,M2,2,Training,M,175,70,135,460,3,74,4
BSM3,BS,M3,3,Training,M,175,70,99,342,2,51,5
BSM4,BS,M4,4,Training,M,175,70,88,291,3,57,5
BSM5,BS,M5,5,Training,M,175,70,278,952,5,157,5
BSM6,BS,M6,6,Training,M,175,70,1257,4333,24,672,5
BSM7,BS,M7,7,Validation,M,175,70,665,2267,20,358,5
BSM8,BS,M8,8,Validation,M,175,70,655,2278,14,330,5
BSM9,BS,M9,9,Validation,M,175,70,2133,7372,33,1135,5
BSM10,BS,M10,10,Cross-validation,M,175,70,1246,4289,22,668,5
BSM1,BS,M1,1,Training,M,175,100,986,3393,19,533,5
BSM2,BS,M2,2,Training,M,175,100,133,452,3,74,4
BSM3,BS,M3,3,Training,M,175,100,99,342,2,51,5
BSM4,BS,M4,4,Training,M,175,100,88,291,3,57,5
BSM5,BS,M5,5,Training,M,175,100,278,952,5,157,5
BSM6,BS,M6,6,Training,M,175,100,1242,4281,24,662,5
BSM7,BS,M7,7,Validation,M,175,100,663,2266,20,352,5
BSM8,BS,M8,8,Validation,M,175,100,640,2222,14,325,5
BSM9,BS,M9,9,Validation,M,175,100,2217,7639,33,1210,5
BSM10,BS,M10,10,Cross-validation,M,175,100,1239,4264,22,664,5
BSM1,BS,M1,1,Training,M,175,125,985,3407,11,532,5
BSM2,BS,M2,2,Training,M,175,125,160,535,3,99,4
BSM3,BS,M3,3,Training,M,175,125,100,345,2,52,5
BSM4,BS,M4,4,Training,M,175,125,88,291,3,57,5
BSM5,BS,M5,5,Training,M,175,125,292,995,5,170,5
BSM6,BS,M6,6,Training,M,175,125,1227,4228,24,655,5
BSM7,BS,M7,7,Validation,M,175,125,657,2244,20,349,5
BSM8,BS,M8,8,Validation,M,175,125,634,2203,14,321,5
BSM9,BS,M9,9,Validation,M,175,125,2119,7329,33,1122,5
BSM10,BS,M10,10,Cross-validation,M,175,125,1235,4251,22,661,5
BST1,BS,T1,1,Training,T,90,70,1287,4475,15,676,5
BST2,BS,T2,2,Training,T,90,70,1269,4335,30,700,5
BST3,BS,T3,3,Training,T,90,70,4073,14167,26,2150,5
BST4,BS,T4,4,Training,T,90,70,2387,8221,34,1307,5
BST5,BS,T5,5,Training,T,90,70,1337,4581,24,747,5
BST6,BS,T6,6,Training,T,90,70,2405,8328,23,1287,5
BST7,BS,T7,7,Validation,T,90,70,1684,5840,36,850,5
BST8,BS,T8,8,Validation,T,90,70,1703,5867,38,916,5
BST9,BS,T9,9,Validation,T,90,70,641,2181,9,381,5
